名前,本文,マップ,階層,キャラ（ミカベル）,キャラ２（アズフレイア）,ミカ段階,服装,分類１,分類２,その他,説明,,,,マップ,階層,キャラ,キャラ２,ミカ段階,,分類,その他,説明
OP10,"\M[ベル削除]\M[アズ削除]\M[フレイア削除]\M[アズ真顔]:name[アズ,Actor1]「では改めて…今回の補習では、お二人にニンゲンの悩みを
できるだけたくさん解決して貰います」
\M[ミカ不満]:name[ミカ,Actor1]「人間の悩みを解決って言われてもなぁ…
正直、漠然としすぎてて、何をどうすればいいのか
よくわかんないんだけど…」
\M[ベル削除]\M[アズ削除]\M[フレイア削除]\M[ベル疑問]:name[ベル,Actor1]「普通に困ってる内容を聞いて、手伝ってあげればいいんじゃないの？
ほら、迷子の子猫を探すとかさ！」
\M[ベル削除]\M[アズ削除]\M[フレイア削除]\M[アズ真顔]:name[アズ,Actor1]「別にそれでも構いませんが…
困っているニンゲンの中には、悩みをすんなりと打ち明けてくれない者もいるんです
例えば…」
",天界,１F,ミカベル,アズフレイア,1,通常,ストーリー,OP,,,,,,,,,,,,,,
OP11,"\M[ベル削除]\M[アズ削除]\M[フレイア削除]\M[アズ真顔]:name[アズ,Actor1]「あ、ちょうどあそこに困ってそうなニンゲンがいますね。
天使流の問題解決方法を一度試してみましょう…！」
\M[ミカ驚き]:name[ミカ,Actor1]「思ったより場当たり的…！」",天界,１F,ミカベル,アズフレイア,1,通常,ストーリー,OP,,,,,,,,,,,,,,
OP12,":name[青年,Actor1]「えっ？な、なんですか急に？
こ、困ってること…？じ、実は彼女にプロポーズを考えてて…
い、いや！なんで知らない人にそんなことを！」
",天界,１F,ミカベル,アズフレイア,1,通常,ストーリー,OP,,,,,,,,,,,,,,
OP13,"\M[ベル削除]\M[アズ削除]\M[フレイア削除]\M[アズ笑いふふっ]\M[アズ笑顔]:name[アズ,Actor1]「…と、まぁ…こんな感じですね」
\M[ミカめんどくさい]\M[ミカ不満]:name[ミカ,Actor1]「ふぅ…悩みを解決するのって結構大変だなぁ…
…ところで、何か手に入ったんだけど…コレ何？」
\M[ベル削除]\M[アズ削除]\M[フレイア削除]\M[ベル笑顔]:name[ベル,Actor1]「わぁ！なんだかわかんないけどキラキラしてて綺麗！
ねぇねぇミカ！それいらないなら私に譲ってよ！」
\M[アズはぁ]\M[ベル削除]\M[アズ削除]\M[フレイア削除]\M[アズ呆れ]:name[アズ,Actor1]「………それはラブとよばれるもので、
人間たちの感謝が結晶化したものです。
天使にとっての常識ですよ…まったく…」
\M[ミカふぅ～ん？]\M[ミカ真顔]:name[ミカ,Actor1]「ああ～…聞いたことはあるけど実物は初めて見るかも…
へぇ～…確かにベルの言う通り、光ってて綺麗…」
",天界,１F,ミカベル,アズフレイア,1,通常,ストーリー,OP,,,,,,,,,,,,,,
OP14,"\M[ミカきゃっ]\M[ミカ驚き]:name[ミカ,Actor1]「きゃっ…！？ちょ、ちょっと…！？
何もしてないのに壊れたんだけど…！
ってか…なんか温かい…！？」
\M[ベル削除]\M[アズ削除]\M[フレイア削除]\M[アズ真顔]:name[アズ,Actor1]「大丈夫です。割れたラブは自然と体内に吸収され、
天使の力の源になりますから
温かいのは先輩がラブを吸収している証拠です」
\M[アズ真顔]:name[アズ,Actor1]「フレイア様が「頑張れば上級天使に～」なんて仰ったのも、
あながち嘘ではないんですよ。
たくさんラブを集めれば、それだけ力もつきますからね」
\M[ベル削除]\M[アズ削除]\M[フレイア削除]\M[ベル驚き]:name[ベル,Actor1]「なるほどっ！つまりラブをいっぱい集めれば、
大天使になれるし卒業もできるってことだよね！」
\M[ベル削除]\M[アズ削除]\M[フレイア削除]\M[アズ真顔]:name[アズ,Actor1]「まぁ…ざっくりと言えばそうです。
ですからお二人はとにかく片っ端から
ニンゲンの悩みを解決して行ってください」
\M[アズはぁ]\M[アズ不満]:name[アズ,Actor1]「というか、お二人に頑張ってもらわないと
私の仕事も終わらないので…」
\M[アズ怒り]:name[アズ,Actor1]「とくにミカ先輩…！
期限がないからってサボったりしたら…」
\M[ミカひっ]\M[ミカ引き]:name[ミカ,Actor1]「ひっ…！わ、分かってるって…！！
サボらないし頑張るから…！…多分…」
\M[ベル削除]\M[アズ削除]\M[フレイア削除]\M[ベル真顔]:name[ベル,Actor1]「ふふ～ん！
心配しなくても、ミカの分まで私が解決しちゃうからね！
アズは安心して待っててくれていいよ！」
\M[ベルあはは！]\M[ベル笑顔]:name[ベル,Actor1]「さって！それじゃあ私は早速、
持ちきれないくらいラブを集めてくるから！
それじゃあねっ！！二人とも！」",天界,１F,ミカベル,アズフレイア,1,通常,ストーリー,OP,,,,,,,,,,,,,,
OP15,"\M[ミカ呆れ]:name[ミカ,Actor1]「…はぁ…あのバカに負ける気はしないけど…
仕方ない…私もラブとやらを集めるか…」
\M[ベル削除]\M[アズ削除]\M[フレイア削除]:page\M[アズ不満]:name[アズ,Actor1]
「…やれやれ………
今回の補習、長くなりそうですね…」
",天界,１F,ミカベル,アズフレイア,1,通常,ストーリー,OP,,,,,,,,,,,,,,
街中キャラ1,":name[街の人,Actor1]「ここはダールシカ！
砂漠で栄えるオアシスの街よ！
って…天使さんだし知ってるわよね」
\M[ミカ引き笑い]:name[ミカ,Actor1]（ここは〇〇の街ですって言う人だ
観光協会の職員さんらしいけど、果たして街のアピールに役立つんだろうか？）

",中央,街中,ミカ,,1,通常,NPC,,,,,,,,,,,,,,,
街中キャラ1淫乱,":name[街の人,Actor1]「ここはダールシカ！
砂漠で栄えるオアシスの街よ！」
:name[街の人,Actor1]「最近はエッチなお店でも有名になってるの！
私も働いてるから、見かけたら指名してね♡」
\M[ミカ引き笑い]:name[ミカ,Actor1]（確かに街のPRとしてはインパクトあるけど…）

",,街中,,,,,,,,,,,,,,,,,,,,
ベル街中キャラ1淫乱,":name[街の人,Actor1]「ここはダールシカ！
砂漠で栄えるオアシスの街よ！」
:name[街の人,Actor1]「最近はエッチなお店でも有名になってるの！
私も働いてるから、見かけたら指名してね♡」
\M[ベル笑顔]:name[ベル,Actor1]「へー！お姉さんもなんだ！私も働いてるんだよねっ！
えへへ～…♡ケツ穴しゃぶるのが上手だって
よく褒めてもらえるんだから！」
:name[街の人,Actor1]「あら！へー…人は見かけによらないわねぇ…
まぁでもおちんぽの気持ちよさを知っちゃったら
女の子ならだれだってそうなっちゃうか！」",,街中,,,,,,,,,,,,,,,,,,,,
街中下老人1,":name[老人,Actor1]「よっ…ほっ…！
この年になると商品の陳列も一苦労じゃわい」
\M[ミカ笑顔]:name[ミカ,Actor1]（その割にはイキイキしてるなぁ
働くのが大好きなんだろうね。個人的には理解できないけど…）",,街中,,,,,,,,,,,,,,,,,,,,
街中下老人2,":name[老人,Actor1]「うーむ…最近やけに性具の売れ行きが良いのう…
ま！若者たちが元気なのはいいことじゃな！」",,,,,,,,,,,,,,,,,,,,,,
街中下老人ベル,":name[老人,Actor1]「おやベルちゃん、またお使いかい？」
\M[ベル不満]:name[ベル,Actor1]「そうだよ！おじさんったら全部私に任せて
全然家から出ないから…
ってことでそこのディルドとバイブちょうだい！おっきいやつ！」
:name[老人,Actor1]「うーむ…ベルちゃんにこんなモノ突っ込むとは
一度説教でもしてやらねばなぁ…」",,,,,,,,,,,,,,,,,,,,,,
街中下商人1,":name[商人,Actor1]「安いよ安いよ！
織物にガラス細工、ランプに香水、どれもお買い得だよ！」
:name[商人,Actor1]「どうだい天使のお嬢ちゃん！お土産に一つ買っていかないかい！？」
\M[ミカ引き笑い]:name[ミカ,Actor1]「い、いやぁ～…ちょっと見てただけなんで…大丈夫です」
\M[ミカ不満]:name[ミカ,Actor1]（こういうのって声かけられると急に買う気なくなっちゃうよね
まぁ元々なかったけどさ！）",,街中,,,,,,,,,,,,,,,,,,,,
街中下商人2,":name[商人,Actor1]「安いよ安いよ！
セクシーなランジェリーに異国の媚薬！
ムードの出るお香までなんでもあるよ！」
\M[ミカ笑顔]:name[ミカ,Actor1]（商店のラインナップも結構変わったなぁ…
ふふっ…♡順調にエロい街になってきてるっ…♡♡）",,,,,,,,,,,,,,,,,,,,,,
街中下商人ベル,":name[商人,Actor1]「安いよ安いよ！
セクシーなランジェリーに異国の媚薬！
ムードの出るお香までなんでもあるよ！」
\M[ベル不満]:name[ベル,Actor1]（最近売ってるものがガラッと変わったなぁ…
コレもミカが異変を解決したせい？
むぐぐ…！私ももっと頑張ってミカの奴を追い抜かないと…！）",,,,,,,,,,,,,,,,,,,,,,
街中下商人その2の1,":name[商人,Actor1]「カウンターと壁の間が狭くて苦しい…
う～ん…ちょっと太ったかなぁ…？」
\M[ミカ驚き]:name[ミカ,Actor1]（か、壁にめり込んでないこのオジサン！？
う～ん…スペースが狭いとは言え大変そうだなぁ）",,街中,,,,,,,,,,,,,,,,,,,,
街中下商人その2の2,":name[？？？,Actor1]「んぶっ…♡♡♡んぼっ…♡♡ぐっぽ…♡
んじゅるるるるっ♡♡♡ぎゅぶっ♡♡ぐぼぼぼぼぼっ♡♡」
\M[ミカ恥]:name[ミカ,Actor1]「……ね、ねぇ…？この音って…　」
:name[商人,Actor1]「あっ…き、気づいちゃった…？
いやぁ…さっきどうしてもチンポを舐めたいって女の子が来て…
仕方ないからカウンターの下で舐めさせてるんだよ…」
:name[商人,Actor1]「……最近、普通に商売するよりも男娼まがいのことをしたほうが
売上が良くてねぇ…はぁ…商人としてのプライドが傷つくよ…」
\M[ミカ発情]:name[ミカ,Actor1]か、カウンター下でのおちんぽ奉仕…♡♡
いいなぁ…♡私もやってみたいなぁ…♡♡）",,,,,,,,,,,,,,,,,,,,,,
街中下商人その2の2ベル,":name[？？？,Actor1]「んぶっ…♡♡♡んぼっ…♡♡ぐっぽ…♡
んじゅるるるるっ♡♡♡ぎゅぶっ♡♡ぐぼぼぼぼぼっ♡♡」
\M[ベル驚き]:name[ベル,Actor1]「……ねぇ？この音って何？
なんか聞いたことある音な気がするんだけど…　」
:name[商人,Actor1]「あっ…き、気づいちゃった…？
いやぁ…さっきどうしてもチンポを舐めたいって女の子が来て…
仕方ないからカウンターの下で舐めさせてるんだよ…」
:name[商人,Actor1]「……最近、普通に商売するよりも男娼まがいのことをしたほうが
売上が良くてねぇ…はぁ…商人としてのプライドが傷つくよ…」
\M[ベル笑顔]:name[ベル,Actor1]「なーんだ！カウンターの下でおちんぽしゃぶってるだけかぁ
……そういえばおじさんのもってる本にも書いてあったけ
ふふん！こんどやってあげよーっと！」",,,,,,,,,,,,,,,,,,,,,,
街中下緑商人1,":name[商人,Actor1]「いらっしゃい！いらっしゃい！
ふぅ～…相変わらず日差しがキツいなぁ」
\M[ミカ呆れ]:name[ミカ,Actor1]（そうなんだよねぇ…
インドア派の私にはこの街の気候は中々厳しいよ…）",,街中,,,,,,,,,,,,,,,,,,,,
街中下緑商人2,":name[商人,Actor1]「いらっしゃい！いらっしゃい！
ふぅ～…相変わらず日差しがキツいなぁ…
おまけに妙な霧のせいで性欲も高まっちゃうし…」
\M[ミカ発情]:name[ミカ,Actor1]（うわぁ…♡ズボンの上からでもわかるくらい
チンポギンギンだぁ…♡♡
いいなぁ…♡犯されたいなぁ……♡♡）",,,,,,,,,,,,,,,,,,,,,,
街中下緑商人ベル,":name[商人,Actor1]「いらっしゃい！いらっしゃい！
ふぅ～…相変わらず日差しがキツいなぁ…
おまけに妙な霧のせいで性欲も高まっちゃうし…」
\M[ベル発情]:name[ベル,Actor1]（うわぁ…♡ズボンの上からでもわかるくらい
チンポギンギンだぁ…♡♡
あとで性欲発散のお手伝いしてあげよっと♡）",,,,,,,,,,,,,,,,,,,,,,
街中下チャイナ1,":name[商人,Actor1]「アイヤー！干しアワビに干しナマコ！
故郷から持ってきた珍味の数々！
是非買っていって欲しいネ！」
\M[ミカ驚き]:name[ミカ,Actor1]（へぇ…！珍しいモノ売ってるなぁ）
\M[ミカ疑問]:name[ミカ,Actor1]（…けど…どうやって食べるんだろ？
そのままじゃカラッカラで食べられそうにないし…
とりあえず煮込めばいいのかな？）",,街中,,,,,,,,,,,,,,,,,,,,
街中下チャイナ2,":name[商人,Actor1]「アイヤー！ウマのチンポにウシのチンポ！サルのチンポ！
全部私の国の精力剤ネ！一口齧れば一日中ビンビンヨ！」
:name[商人,Actor1]「勃ったチンポはワタシが処理するアルよ♡
生ハメ一回30G♡♡フェラや手コキはサービスするね♡♡♡」
\M[ミカ恥]:name[ミカ,Actor1]（これって実質ただの買春なのでは…？
ま、まぁ商売の方法は人それぞれだし別にいいんだかけど…）",,,,,,,,,,,,,,,,,,,,,,
街中下チャイナベル,":name[商人,Actor1]「アイヤー！ウマのチンポにウシのチンポ！サルのチンポ！
全部私の国の精力剤ネ！一口齧れば一日中ビンビンヨ！」
:name[商人,Actor1]「勃ったチンポはワタシが処理するアルよ♡
生ハメ一回30G♡♡フェラや手コキはサービスするね♡♡♡」
\M[ベル笑顔]:name[ベル,Actor1]（チンポがビンビン…？へー！
そうだ！おじさんのご飯に混ぜてあげよっと！
最近ヤリすぎて疲れてるとか言ってたし！）",,,,,,,,,,,,,,,,,,,,,,
街中下商人その3の1,":name[商人,Actor1]「新鮮な野菜や果物はいかがですか～？
農業区画で採れたばかり！ジューシーで美味しいですよ～！」
\M[ミカ笑顔]:name[ミカ,Actor1]（わ！美味しそう！ダールシカは砂漠の街だけど、
オアシスの水が豊富なお陰で、こういう野菜なんかはたくさん取れる…
って、アズが言ってたなぁ）",,街中,,,,,,,,,,,,,,,,,,,,
街中下商人その3の2,":name[商人,Actor1]「新鮮なザーメンや母乳はいかがですかぁ♡♡
どろっどろでとっても濃厚♡搾りたてで鮮度バツグンですよぉ♡」
\M[ミカ引き笑い]:name[ミカ,Actor1]「い、いやぁ…流石に要らないかなぁ…？
というか精液が欲しかったら、適当な相手にフェラすればいいし…」
:name[商人,Actor1]「そういうのができない方向けの商品なんです♡
お姉さんみたいな上級者さんには…はいっ♡♡
一週間熟成の半固形激臭汚物ザーメンボトルっ♡♡どうですかっ♡♡」
\M[ミカ引き]:name[ミカ,Actor1]「ンひっ…♡♡♡え゛っ…こ、この泥みたいなのザーメンなのっ…♡♡♡
や、やっばぁっ…♡♡♡こんなの飲んだら脳ミソぶっ壊れるでしょっ…♡♡♡
ほしっ…♡♡や、やっぱいらなっ…♡♡♡いらなひっ…♡♡♡」",,,,,,,,,,,,,,,,,,,,,,
街中下商人その3の2ベル,":name[商人,Actor1]「新鮮なザーメンや母乳はいかがですかぁ♡♡
どろっどろでとっても濃厚♡搾りたてで鮮度バツグンですよぉ♡」
\M[ベル引き笑い]:name[ベル,Actor1]「うぇぇ…？あんなの誰が買うの…？
まぁ確かにクセになる味ではあるけど、正直臭くて美味しくないし…」
:name[商人,Actor1]「それがいいんじゃないですか♡
臭っさくて不味ーいザーメンをお金出してまで飲むなんて
色々と興奮しません？」
\M[ベル引き]:name[ベル,Actor1]「うーん…私にはちょっとわかんないかな…
フェラ抜きとかは喜んでくれるから好きだけどね！」",,,,,,,,,,,,,,,,,,,,,,
街中下ピエロ1,":name[ピエロ,Actor1]「楽しいサーカスを見に来てくれたのかい？
残念だけど今は踊り子さんが足りなくてお休み中なんだ…
はぁ…どこかに\c[18]踊り子の服\c[0]を着た女の子はいないかなぁ…」
\M[ミカ引き]:name[ミカ,Actor1]（困ってるみたいだけど…踊り子ねぇ…？
あんな格好で出歩くような女の人なんて痴女じゃないの？」",,街中,,,,,,,,,,,,,,,,,,,,
街中下ピエロ1の2,,,街中,,,,,,,,,,,,,,,,,,,,
街中下ピエロ1の3,,,街中,,,,,,,,,,,,,,,,,,,,
街中下洗濯おばさん1,":name[おばさん,Actor1]「用水路の水はキレイだから洗濯にも使えるんだよ
オアシス様々だねぇ」
\M[ミカ驚き]:name[ミカ,Actor1]（すごい量の洗濯物だ…！
大変そうだなぁ…）
",,街中,,,,,,,,,,,,,,,,,,,,
街中下回る男の子1,":name[男の子,Actor1]「トロッコごっこだぞ～！
がたんごとん！がたんごとん！」",,街中,,,,,,,,,,,,,,,,,,,,
街中下回る男の子2,":name[男の子,Actor1]「れいぷしちゃうぞー！ぐへへへへー！」",,,,,,,,,,,,,,,,,,,,,,
街中下回る女の子1,":name[女の子,Actor1]「きゃ～！
次はぁ～スンズクゥ～、次はぁ～スンズクゥ～」",,街中,,,,,,,,,,,,,,,,,,,,
街中下回る女の子2,":name[女の子,Actor1]「きゃ～！おかされるー！たすけてー！きゃはははは！」",,,,,,,,,,,,,,,,,,,,,,
街中下子供見る老人1,":name[老人,Actor1]「ふぉっふぉっふぉ…子供は元気でいいのぉ
見ているだけで元気をもらえるようじゃわい」
\M[ミカ笑顔]:name[ミカ,Actor1]（子供ってどんな場所でも走り回るよね！
元気なのはいいこと！
これだけ暑いと熱中症とか心配だけど…）",,街中,,,,,,,,,,,,,,,,,,,,
街中下子供見る老人2,":name[老人,Actor1]「うーむ…最近の子供は進んどるのぉ…」
\M[ミカ引き]:name[ミカ,Actor1]（進んでるというか…歪んでるというか…）",,,,,,,,,,,,,,,,,,,,,,
街中下サボテン兵士1,":name[衛兵,Actor1]「パトロールめんどくせぇ～
あ-～…一生サボテン見ていてぇ～…」
\M[ミカ引き笑い]:name[ミカ,Actor1]（気持ちはわかる…
サボるときって何かをしたい訳じゃなく
ひたすらぼーっとしたくなってるんだよね…）",,街中,,,,,,,,,,,,,,,,,,,,
街中下サボテン兵士2,":name[衛兵,Actor1]「性犯罪しか起きない…というか性犯罪が起きすぎるせいで、
一旦衛兵は逮捕を取りやめるよう言われてんだ
ふぁ～…お陰で暇で仕方がねえよ…」",,,,,,,,,,,,,,,,,,,,,,
